"name_1006","GO_IDs","Proteins","NumProteins_F4","ONTOLOGY"
"ATP hydrolysis activity","GO:0016887","KATL2 - TERA",2,"MF"
"B cell receptor signaling pathway","GO:0050853","IGHM - IGHA1",2,"BP"
"Barr body","GO:0001740","H33 - H2AY",2,"CC"
"DNA damage response","GO:0006974","H2AX - TERA",2,"BP"
"GTPase activity","GO:0003924","TBB5 - TBB6",2,"MF"
"MAPK cascade","GO:0000165","CAV1 - CD36",2,"BP"
"MHC class I protein binding","GO:0042288","TERA - TBB5",2,"MF"
"P-body","GO:0000932","PSA6 - PSA4",2,"CC"
"Z disc","GO:0030018","CRYAB - B3AT",2,"CC"
"acute-phase response","GO:0006953","HPT - FINC",2,"BP"
"adherens junction","GO:0005912","ANXA2 - ANXA1",2,"CC"
"alcohol dehydrogenase (NAD+) activity","GO:0004022","ADH1G - ADH1B",2,"MF"
"all-trans-retinol dehydrogenase (NAD+) activity","GO:0004745","ADH1G - ADH1B",2,"MF"
"anatomical structure morphogenesis","GO:0009653","CO6A1 - LAMB1",2,"BP"
"apoptotic signaling pathway","GO:0097190","CAV1 - ANXA6",2,"BP"
"autolysosome","GO:0044754","FRIL - FRIH",2,"CC"
"autophagosome","GO:0005776","FRIL - FRIH",2,"CC"
"azurophil granule","GO:0042582","PERM - CAP7",2,"CC"
"cadherin binding","GO:0045296","RTN4 - FAS",2,"MF"
"calcium ion transport","GO:0006816","CAV1 - ANXA6",2,"BP"
"canonical Wnt signaling pathway","GO:0060070","CAV1 - CO6A1",2,"BP"
"carbohydrate binding","GO:0030246","K2C1 - CSPG2",2,"MF"
"carbon dioxide transport","GO:0015670","HBB - HBA",2,"BP"
"catalytic activity","GO:0003824","FAS - HYEP",2,"MF"
"caveola assembly","GO:0070836","CAV1 - CO6A1",2,"BP"
"cell body","GO:0044297","ACTH - TBB5",2,"CC"
"cell division","GO:0051301","TBA1C - TBB5",2,"BP"
"cellular defense response","GO:0006968","LG3BP - CD5L",2,"BP"
"cellular response to lipopolysaccharide","GO:0071222","VIME - CD36",2,"BP"
"cellular response to misfolded protein","GO:0071218","CAV1 - TERA",2,"BP"
"cellular response to starvation","GO:0009267","ALBU - CAV1",2,"BP"
"cellular response to type II interferon","GO:0071346","VIME - MYO1C",2,"BP"
"centrosome","GO:0005813","H2AX - PSA1",2,"CC"
"cholesterol metabolic process","GO:0008203","CATA - APOF",2,"BP"
"cholesterol transport","GO:0030301","CAV1 - CD36",2,"BP"
"chromatin binding","GO:0003682","PERM - H2AY",2,"MF"
"chromatin organization","GO:0006325","H4 - H2AY",2,"BP"
"collagen fibril organization","GO:0030199","ANXA2 - CO6A1",2,"BP"
"copper ion binding","GO:0005507","AOC3 - ALBU",2,"MF"
"cytoplasmic vesicle membrane","GO:0030659","MYO1C - ANXA1",2,"CC"
"cytoskeleton-dependent intracellular transport","GO:0030705","TBA1C - TBB5",2,"BP"
"defense response to fungus","GO:0050832","PERM - ELNE",2,"BP"
"double-strand break repair","GO:0006302","H2AX - TERA",2,"BP"
"early endosome membrane","GO:0031901","CAV1 - ANXA1",2,"CC"
"endocytosis","GO:0006897","EHD2 - MYO1C",2,"BP"
"endopeptidase activity","GO:0004175","ELNE - PSA6",2,"MF"
"endoplasmic reticulum tubular network formation","GO:0071787","RTN4 - RTN3",2,"BP"
"endoplasmic reticulum tubular network membrane organization","GO:1990809","RTN4 - RTN3",2,"BP"
"endoplasmic reticulum tubular network organization","GO:0071786","RTN4 - RTN3",2,"BP"
"energy homeostasis","GO:0097009","CO6A1 - CD36",2,"BP"
"epithelial cell differentiation","GO:0030855","K1C9 - CD63",2,"BP"
"extracellular matrix disassembly","GO:0022617","ELNE - LAMC1",2,"BP"
"extracellular matrix organization","GO:0030198","VTNC - NID1",2,"BP"
"fatty acid biosynthetic process","GO:0006633","FAS - ACSL1",2,"BP"
"fatty acid transport","GO:0015908","ACSL1 - CD36",2,"BP"
"ferric iron binding","GO:0008199","FRIL - FRIH",2,"MF"
"ferrous iron binding","GO:0008198","FRIL - FRIH",2,"MF"
"glial cell migration","GO:0008347","CSPG2 - CAP7",2,"BP"
"glycosaminoglycan binding","GO:0005539","CSPG2 - PGS2",2,"MF"
"haptoglobin binding","GO:0031720","HBB - HBA",2,"MF"
"heart development","GO:0007507","CO6A1 - FINC",2,"BP"
"hemoglobin complex","GO:0005833","HBB - HBA",2,"CC"
"humoral immune response","GO:0006959","TRFL - IGJ",2,"BP"
"induction of bacterial agglutination","GO:0043152","FIBB - FIBA",2,"BP"
"intercellular bridge","GO:0045171","TBB5 - TBB6",2,"CC"
"intracellular calcium ion homeostasis","GO:0006874","ELNE - CAV1",2,"BP"
"intracellular iron ion homeostasis","GO:0006879","FRIL - FRIH",2,"BP"
"keratinocyte differentiation","GO:0030216","K1C10 - ANXA1",2,"BP"
"laminin-1 complex","GO:0005606","LAMC1 - LAMB1",2,"CC"
"laminin-10 complex","GO:0043259","LAMC1 - LAMB1",2,"CC"
"leukocyte migration involved in inflammatory response","GO:0002523","ELNE - RTN4",2,"BP"
"lipid biosynthetic process","GO:0008610","FAS - ACSL1",2,"BP"
"lipid storage","GO:0019915","CAV1 - CD36",2,"BP"
"lipid transport","GO:0006869","APOF - CD36",2,"BP"
"long-chain fatty acid import into cell","GO:0044539","ACSL1 - CD36",2,"BP"
"lung development","GO:0030324","ANXA2 - CO6A1",2,"BP"
"mammary gland development","GO:0030879","FAS - CAV1",2,"BP"
"microtubule binding","GO:0008017","CRYAB - KATL2",2,"MF"
"microvillus","GO:0005902","AOC3 - MYO1C",2,"CC"
"mitotic spindle","GO:0072686","TBB5 - TBB6",2,"CC"
"molecular adaptor activity","GO:0060090","VIME - CAV1",2,"MF"
"monoatomic ion transport","GO:0006811","TRFL - B3AT",2,"BP"
"morphogenesis of an epithelium","GO:0002009","K1C9 - K1C10",2,"BP"
"myofibril","GO:0030016","CO6A1 - PSA6",2,"CC"
"negative regulation of amyloid-beta formation","GO:1902430","RTN4 - RTN3",2,"BP"
"negative regulation of cell adhesion","GO:0007162","PGBM - LAMB1",2,"BP"
"negative regulation of cell growth","GO:0030308","CRYAB - RTN4",2,"BP"
"negative regulation of fibroblast proliferation","GO:0048147","FRIH - CAV1",2,"BP"
"negative regulation of gene expression","GO:0010629","CRYAB - CD36",2,"BP"
"negative regulation of inflammatory response","GO:0050728","ELNE - K2C1",2,"BP"
"negative regulation of inflammatory response to antigenic stimulus","GO:0002862","PSB4 - PSA1",2,"BP"
"negative regulation of transport","GO:0051051","ANXA2 - ANXA1",2,"BP"
"nervous system development","GO:0007399","RTN4 - FINC",2,"BP"
"neuron differentiation","GO:0030182","RTN4 - RTN3",2,"BP"
"neuron projection development","GO:0031175","VIME - LAMB1",2,"BP"
"nitric oxide transport","GO:0030185","HBB - HBA",2,"BP"
"nucleosomal DNA binding","GO:0031492","H33 - H2AY",2,"MF"
"ossification","GO:0001503","TRFL - CO6A1",2,"BP"
"oxygen carrier activity","GO:0005344","HBB - HBA",2,"MF"
"oxygen transport","GO:0015671","HBB - HBA",2,"BP"
"oxysterol binding","GO:0008142","CAV1 - HYEP",2,"MF"
"peptidase activator activity","GO:0016504","CAV1 - FINC",2,"MF"
"peptidase inhibitor activity","GO:0030414","A2MG - CO6A3",2,"MF"
"peptidoglycan binding","GO:0042834","IGHM - IGJ",2,"MF"
"phagocytic vesicle lumen","GO:0097013","PERM - TRFL",2,"CC"
"phagocytosis","GO:0006909","ELNE - ANXA1",2,"BP"
"phosphatidylcholine binding","GO:0031210","IGHM - IGJ",2,"MF"
"phospholipase A2 inhibitor activity","GO:0019834","ANXA2 - ANXA1",2,"MF"
"phospholipid binding","GO:0005543","ANXA5 - ANXA1",2,"MF"
"plasma membrane protein complex","GO:0098797","ANXA2 - PGBM",2,"CC"
"positive regulation of angiogenesis","GO:0045766","RTN4 - CD36",2,"BP"
"positive regulation of cell-substrate adhesion","GO:0010811","VTNC - NID1",2,"BP"
"positive regulation of epithelial cell proliferation","GO:0050679","LAMC1 - LAMB1",2,"BP"
"positive regulation of macrophage cytokine production","GO:0060907","RTN4 - CD36",2,"BP"
"positive regulation of multicellular organismal process","GO:0051240","ANXA2 - ANXA1",2,"BP"
"positive regulation of nitric oxide biosynthetic process","GO:0045429","HBB - CD36",2,"BP"
"positive regulation of respiratory burst","GO:0060267","IGHA1 - IGJ",2,"BP"
"positive regulation of vesicle fusion","GO:0031340","ANXA2 - ANXA1",2,"BP"
"positive regulation of wound healing","GO:0090303","VTNC - ANXA1",2,"BP"
"postsynapse","GO:0098794","RTN4 - THY1",2,"CC"
"postsynaptic density","GO:0014069","RTN4 - RTN3",2,"CC"
"proteasomal protein catabolic process","GO:0010498","TERA - PSB2",2,"BP"
"protein heterotetramerization","GO:0051290","K2C1 - K1C10",2,"BP"
"protein localization to plasma membrane","GO:0072659","EHD2 - B3AT",2,"BP"
"protein phosphatase binding","GO:0019903","MVP - TERA",2,"MF"
"protein serine/threonine kinase activator activity","GO:0043539","TRFL - ACSL1",2,"MF"
"protein stabilization","GO:0050821","CRYAB - RTN4",2,"BP"
"protein ubiquitination","GO:0016567","RS27A - TERA",2,"BP"
"proteoglycan binding","GO:0043394","FINC - NID1",2,"MF"
"receptor internalization","GO:0031623","CAV1 - CD36",2,"BP"
"receptor-mediated endocytosis","GO:0006898","PGBM - CD36",2,"BP"
"regulation of apoptotic process","GO:0042981","RTN4 - TERA",2,"BP"
"regulation of cell adhesion","GO:0030155","VTNC - LAMA4",2,"BP"
"regulation of cell shape","GO:0008360","FINC - ANXA1",2,"BP"
"regulation of inflammatory response","GO:0050727","PSA6 - ANXA1",2,"BP"
"regulation of synapse organization","GO:0050807","TERA - TBB5",2,"BP"
"response to bacterium","GO:0009617","CAV1 - CD36",2,"BP"
"response to estradiol","GO:0032355","CRYAB - CATA",2,"BP"
"response to ethanol","GO:0045471","ACTH - CATA",2,"BP"
"response to fatty acid","GO:0070542","CATA - CD36",2,"BP"
"response to glucose","GO:0009749","CO6A2 - CO6A3",2,"BP"
"response to lipid","GO:0033993","CO6A1 - CD36",2,"BP"
"response to mechanical stimulus","GO:0009612","PERM - CO6A1",2,"BP"
"response to muscle activity","GO:0014850","CO6A1 - FINC",2,"BP"
"response to nutrient","GO:0007584","FAS - ACSL1",2,"BP"
"response to nutrient levels","GO:0031667","ALBU - FAS",2,"BP"
"response to reactive oxygen species","GO:0000302","CO6A1 - CATA",2,"BP"
"response to yeast","GO:0001878","PERM - ELNE",2,"BP"
"retinoic acid metabolic process","GO:0042573","ADH1G - ADH1B",2,"BP"
"ribonucleoprotein complex","GO:1990904","RS27A - MVP",2,"CC"
"ribosome","GO:0005840","RS27A - PSA6",2,"CC"
"secretory dimeric IgA immunoglobulin complex","GO:0071752","IGHA1 - IGJ",2,"CC"
"serine-type peptidase activity","GO:0008236","TRFL - ELNE",2,"MF"
"single fertilization","GO:0007338","H33 - CO6A1",2,"BP"
"single-stranded DNA binding","GO:0003697","IGHM - IGJ",2,"MF"
"site of DNA damage","GO:0090734","H2AX - H2AY",2,"CC"
"site of double-strand break","GO:0035861","H2AX - TERA",2,"CC"
"skeletal muscle tissue development","GO:0007519","CAV1 - CO6A1",2,"BP"
"skin development","GO:0043588","CO6A1 - K1C9",2,"BP"
"small GTPase binding","GO:0031267","CAV1 - MYO1C",2,"MF"
"structural constituent of eye lens","GO:0005212","CRYAB - VIME",2,"MF"
"telomere organization","GO:0032200","H4 - H33",2,"BP"
"toxic substance binding","GO:0015643","ALBU - CAP7",2,"MF"
"transferase activity","GO:0016740","FAS - MGST1",2,"MF"
"(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity","GO:0019171","FAS",1,"MF"
"2-oxoglutarate metabolic process","GO:0006103","CO6A1",1,"BP"
"3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity","GO:0004316","FAS",1,"MF"
"3-oxoacyl-[acyl-carrier-protein] synthase activity","GO:0004315","FAS",1,"MF"
"ADP binding","GO:0043531","TERA",1,"MF"
"ADP-D-ribose binding","GO:0072570","H2AY",1,"MF"
"ADP-D-ribose modification-dependent protein binding","GO:0160002","H2AY",1,"MF"
"ATP metabolic process","GO:0046034","TERA",1,"BP"
"ATPase binding","GO:0051117","CAV1",1,"MF"
"ATPase complex","GO:1904949","TERA",1,"CC"
"AnxA2-p11 complex","GO:1990665","ANXA2",1,"CC"
"BAT3 complex binding","GO:1904288","TERA",1,"MF"
"Bergmann glial cell differentiation","GO:0060020","VIME",1,"BP"
"CENP-A containing nucleosome","GO:0043505","H4",1,"CC"
"DNA damage checkpoint signaling","GO:0000077","H2AX",1,"BP"
"DNA recombination","GO:0006310","H2AX",1,"BP"
"ERAD pathway","GO:0036503","TERA",1,"BP"
"ERBB signaling pathway","GO:0038127","MVP",1,"BP"
"G protein-coupled receptor signaling pathway","GO:0007186","GBB4",1,"BP"
"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","GO:0007187","ANXA1",1,"BP"
"GPI anchor binding","GO:0034235","THY1",1,"MF"
"GTPase activator activity","GO:0005096","THY1",1,"MF"
"I band","GO:0031674","CRYAB",1,"CC"
"IgA binding","GO:0019862","IGJ",1,"MF"
"IgA immunoglobulin complex","GO:0071745","IGHA1",1,"CC"
"IgG immunoglobulin complex","GO:0071735","IGHA1",1,"CC"
"IgM B cell receptor complex","GO:0071755","IGHM",1,"CC"
"IgM immunoglobulin complex","GO:0071753","IGHM",1,"CC"
"M band","GO:0031430","CRYAB",1,"CC"
"NADH metabolic process","GO:0006734","TERA",1,NA
"NADP binding","GO:0050661","CATA",1,"MF"
"NF-kappaB binding","GO:0051059","PSA6",1,"MF"
"NuA4 histone acetyltransferase complex","GO:0035267","ACTBL",1,"CC"
"PCSK9-AnxA2 complex","GO:1990667","ANXA2",1,"CC"
"RNA polymerase II cis-regulatory region sequence-specific DNA binding","GO:0000978","H33",1,"MF"
"RNA polymerase II core promoter sequence-specific DNA binding","GO:0000979","H33",1,"MF"
"RNA polymerase II transcription regulator complex","GO:0090575","ANXA2",1,"CC"
"RNA polymerase II transcription regulatory region sequence-specific DNA binding","GO:0000977","H2AY",1,"MF"
"S100 protein binding","GO:0044548","ANXA2",1,"MF"
"Schmidt-Lanterman incisure","GO:0043220","ANXA2",1,"CC"
"T cell costimulation","GO:0031295","CAV1",1,"BP"
"T cell receptor signaling pathway","GO:0050852","THY1",1,"BP"
"Toll-like receptor binding","GO:0035325","CD36",1,"MF"
"VCP-NPL4-UFD1 AAA ATPase complex","GO:0034098","TERA",1,"CC"
"VCP-NSFL1C complex","GO:1990730","TERA",1,"CC"
"Weibel-Palade body","GO:0033093","VWF",1,"CC"
"XY body","GO:0001741","H2AX",1,"CC"
"[acyl-carrier-protein] S-acetyltransferase activity","GO:0004313","FAS",1,"MF"
"[acyl-carrier-protein] S-malonyltransferase activity","GO:0004314","FAS",1,"MF"
"acetyl-CoA metabolic process","GO:0006084","FAS",1,"BP"
"acrosomal membrane","GO:0002080","CAV1",1,"CC"
"actin binding","GO:0003779","MYO1C",1,"MF"
"actin cytoskeleton organization","GO:0030036","ANXA1",1,"BP"
"actin filament binding","GO:0051015","MYO1C",1,"MF"
"actin filament bundle","GO:0032432","CRYAB",1,"CC"
"actin filament organization","GO:0007015","MYO1C",1,"BP"
"actin filament-based movement","GO:0030048","MYO1C",1,"BP"
"acute inflammatory response to antigenic stimulus","GO:0002438","ELNE",1,"BP"
"acyltransferase activity","GO:0016746","FAS",1,"MF"
"adiponectin-activated signaling pathway","GO:0033211","ACSL1",1,"BP"
"adipose tissue development","GO:0060612","CO6A1",1,"BP"
"aerobic respiration","GO:0009060","CATA",1,"BP"
"aggresome assembly","GO:0070842","TERA",1,"BP"
"alpha-beta T cell differentiation","GO:0046632","ANXA1",1,"BP"
"alphav-beta3 integrin-vitronectin complex","GO:0071062","VTNC",1,"CC"
"amine metabolic process","GO:0009308","AOC3",1,"BP"
"aminoacylase activity","GO:0004046","CATA",1,"MF"
"amyloid fibril formation","GO:1990000","CD36",1,"BP"
"amyloid-beta clearance by cellular catabolic process","GO:0150094","CD36",1,"BP"
"anchoring junction","GO:0070161","RTN4",1,"CC"
"angiotensin-activated signaling pathway","GO:0038166","CAV1",1,"BP"
"animal organ morphogenesis","GO:0009887","PGS2",1,"BP"
"animal organ regeneration","GO:0031100","PGBM",1,"BP"
"ankyrin binding","GO:0030506","B3AT",1,"MF"
"ankyrin-1 complex","GO:0170014","B3AT",1,"CC"
"antifungal humoral response","GO:0019732","TRFL",1,"BP"
"antimicrobial humoral immune response mediated by antimicrobial peptide","GO:0061844","TRFL",1,"BP"
"antimicrobial humoral response","GO:0019730","CAP7",1,"BP"
"antiporter activity","GO:0015297","B3AT",1,"MF"
"apical part of cell","GO:0045177","CD36",1,"CC"
"apoptotic cell clearance","GO:0043277","CD36",1,"BP"
"apoptotic nuclear changes","GO:0030262","CO6A1",1,"BP"
"apoptotic process involved in morphogenesis","GO:0060561","CRYAB",1,"BP"
"arachidonate metabolic process","GO:0019369","HYEP",1,"BP"
"arachidonate secretion","GO:0050482","ANXA1",1,"BP"
"arachidonate-CoA ligase activity","GO:0047676","ACSL1",1,"MF"
"astrocyte development","GO:0014002","VIME",1,"BP"
"autophagosome maturation","GO:0097352","TERA",1,"BP"
"axolemma","GO:0030673","THY1",1,"CC"
"axonal fasciculation","GO:0007413","RTN4",1,"BP"
"axonogenesis","GO:0007409","ACTBL",1,"BP"
"bicarbonate transmembrane transporter activity","GO:0015106","B3AT",1,"MF"
"bicarbonate transport","GO:0015701","B3AT",1,"BP"
"bilirubin transport","GO:0015723","ALBU",1,"BP"
"biological process involved in interaction with symbiont","GO:0051702","FINC",1,"BP"
"biosynthetic process","GO:0009058","FAS",1,"BP"
"biosynthetic process of antibacterial peptides active against Gram-negative bacteria","GO:0002812","ELNE",1,"BP"
"blastocyst formation","GO:0001825","RTN4",1,"BP"
"blood coagulation, common pathway","GO:0072377","FIBA",1,"BP"
"blood vessel diameter maintenance","GO:0097746","HBB",1,"BP"
"bone development","GO:0060348","CO6A1",1,"BP"
"bone mineralization","GO:0030282","CO6A1",1,"BP"
"bone morphogenesis","GO:0060349","TRFL",1,"BP"
"brush border","GO:0005903","MYO1C",1,"CC"
"brush border membrane","GO:0031526","CD36",1,"CC"
"cGMP-mediated signaling","GO:0019934","CD36",1,"BP"
"calcium ion homeostasis","GO:0055074","CAV1",1,"BP"
"calcium-independent cell-matrix adhesion","GO:0007161","FINC",1,"BP"
"calmodulin binding","GO:0005516","MYO1C",1,"MF"
"camera-type eye development","GO:0043010","CRYAB",1,"BP"
"canonical NF-kappaB signal transduction","GO:0007249","TERA",1,"BP"
"cardiac epithelial to mesenchymal transition","GO:0060317","RTN4",1,"BP"
"cardiac myofibril","GO:0097512","CRYAB",1,"CC"
"cargo receptor activity","GO:0038024","CD36",1,"MF"
"cartilage development","GO:0051216","CO6A1",1,"BP"
"catalase activity","GO:0004096","CATA",1,"MF"
"caveolar macromolecular signaling complex","GO:0002095","CAV1",1,"CC"
"caveolin-mediated endocytosis","GO:0072584","CAV1",1,"BP"
"cell adhesion mediated by integrin","GO:0033627","VTNC",1,"BP"
"cell chemotaxis","GO:0060326","CAP7",1,"BP"
"cell junction","GO:0030054","RTN4",1,"CC"
"cell leading edge","GO:0031252","VIME",1,"CC"
"cell migration involved in vasculogenesis","GO:0035441","RTN4",1,"BP"
"cell morphogenesis","GO:0000902","CO6A1",1,"BP"
"cell motility","GO:0048870","ACTBL",1,"BP"
"cell recognition","GO:0008037","CSPG2",1,"BP"
"cell-cell signaling","GO:0007267","THY1",1,"BP"
"cell-substrate adhesion","GO:0031589","VWF",1,"BP"
"cell-substrate junction assembly","GO:0007044","FINC",1,"BP"
"cellular detoxification of hydrogen peroxide","GO:0061692","CATA",1,"BP"
"cellular extravasation","GO:0045123","CAP7",1,"BP"
"cellular response to acetaldehyde","GO:1905641","ACTH",1,"BP"
"cellular response to amino acid stimulus","GO:0071230","CO6A1",1,"BP"
"cellular response to amyloid-beta","GO:1904646","CD36",1,"BP"
"cellular response to arsenite ion","GO:1903843","TERA",1,"BP"
"cellular response to bacterial lipopeptide","GO:0071221","CD36",1,"BP"
"cellular response to calcium ion starvation","GO:0072732","ALBU",1,"BP"
"cellular response to diacyl bacterial lipopeptide","GO:0071726","CD36",1,"BP"
"cellular response to glucocorticoid stimulus","GO:0071385","ANXA1",1,"BP"
"cellular response to growth factor stimulus","GO:0071363","CATA",1,"BP"
"cellular response to heat","GO:0034605","TERA",1,"BP"
"cellular response to hydroperoxide","GO:0071447","CD36",1,"BP"
"cellular response to hyperoxia","GO:0071455","CAV1",1,"BP"
"cellular response to hypoxia","GO:0071456","RTN4",1,"BP"
"cellular response to interleukin-1","GO:0071347","FIBB",1,"BP"
"cellular response to interleukin-4","GO:0071353","FAS",1,"BP"
"cellular response to interleukin-6","GO:0071354","ACTH",1,"BP"
"cellular response to leptin stimulus","GO:0044320","FIBB",1,"BP"
"cellular response to lipid hydroperoxide","GO:0071449","MGST1",1,"BP"
"cellular response to lipoteichoic acid","GO:0071223","CD36",1,"BP"
"cellular response to low-density lipoprotein particle stimulus","GO:0071404","CD36",1,"BP"
"cellular response to muramyl dipeptide","GO:0071225","VIME",1,"BP"
"cellular response to oxidative stress","GO:0034599","CD36",1,"BP"
"cellular response to peptide hormone stimulus","GO:0071375","CAV1",1,"BP"
"cellular response to vascular endothelial growth factor stimulus","GO:0035924","ANXA1",1,"BP"
"central nervous system development","GO:0007417","CSPG2",1,"BP"
"central nervous system vasculogenesis","GO:0022009","RTN4",1,"BP"
"cerebral cortex radial glia-guided migration","GO:0021801","RTN4",1,"BP"
"chemotaxis","GO:0006935","CAP7",1,"BP"
"chloride transmembrane transport","GO:1902476","B3AT",1,"BP"
"chloride transmembrane transporter activity","GO:0015108","B3AT",1,"MF"
"chloride transport","GO:0006821","B3AT",1,"BP"
"chloride:bicarbonate antiporter activity","GO:0140900","B3AT",1,"MF"
"cholesterol efflux","GO:0033344","APOF",1,"BP"
"chromatin DNA binding","GO:0031490","H2AY",1,"MF"
"chromatin remodeling","GO:0006338","MYO1C",1,"BP"
"chromatin-protein adaptor activity","GO:0140463","H2AX",1,"MF"
"chromosome, centromeric region","GO:0000775","H33",1,"CC"
"cilium assembly","GO:0060271","EHD2",1,"BP"
"circadian rhythm","GO:0007623","CO6A1",1,"BP"
"circulatory system development","GO:0072359","PGBM",1,"BP"
"cis-stilbene-oxide hydrolase activity","GO:0033961","HYEP",1,"MF"
"collagen metabolic process","GO:0032963","CO6A1",1,"BP"
"complement activation, classical pathway","GO:0006958","IGHA1",1,"BP"
"complement activation, lectin pathway","GO:0001867","K2C1",1,"BP"
"condensed chromosome","GO:0000793","H2AY",1,"CC"
"condensed nuclear chromosome","GO:0000794","H2AX",1,"CC"
"contractile muscle fiber","GO:0043292","CRYAB",1,"CC"
"cortical actin cytoskeleton organization","GO:0030866","EHD2",1,"BP"
"cortical cytoskeleton","GO:0030863","B3AT",1,"CC"
"cysteine-type endopeptidase inhibitor activity","GO:0004869","TRFL",1,"MF"
"cytokine binding","GO:0019955","ELNE",1,"MF"
"cytokine-mediated signaling pathway","GO:0019221","CAV1",1,"BP"
"cytoplasm protein quality control","GO:0140455","TERA",1,"BP"
"cytoplasmic microtubule","GO:0005881","TBA1C",1,"CC"
"cytoplasmic microtubule organization","GO:0031122","KATL2",1,"BP"
"cytoplasmic ribonucleoprotein granule","GO:0036464","TBB5",1,"CC"
"cytoplasmic side of plasma membrane","GO:0009898","B3AT",1,"CC"
"cytoplasmic translation","GO:0002181","RS27A",1,"BP"
"cytoplasmic ubiquitin ligase complex","GO:0000153","TERA",1,"CC"
"cytoskeletal motor activity","GO:0003774","MYO1C",1,"MF"
"cytoskeleton organization","GO:0007010","THY1",1,"BP"
"cytosolic ribosome","GO:0022626","RS27A",1,"CC"
"cytosolic small ribosomal subunit","GO:0022627","RS27A",1,"CC"
"damaged DNA binding","GO:0003684","H2AX",1,"MF"
"defense response to Gram-positive bacterium","GO:0050830","CD36",1,"BP"
"defense response to virus","GO:0051607","CAP7",1,"BP"
"dendrite","GO:0030425","THY1",1,"CC"
"dendritic spine","GO:0043197","CRYAB",1,"CC"
"deubiquitinase activator activity","GO:0035800","TERA",1,"MF"
"dimeric IgA immunoglobulin complex","GO:0071750","IGJ",1,"CC"
"dosage compensation by inactivation of X chromosome","GO:0009048","H2AY",1,"BP"
"double-strand break repair via homologous recombination","GO:0000724","H2AX",1,"BP"
"double-stranded RNA binding","GO:0003725","VIME",1,"MF"
"endocytic vesicle","GO:0030139","EHD2",1,"CC"
"endoderm development","GO:0007492","LAMC1",1,"BP"
"endopeptidase inhibitor activity","GO:0004866","A2MG",1,"MF"
"endoplasmic reticulum organization","GO:0007029","RTN4",1,"BP"
"endoplasmic reticulum to Golgi vesicle-mediated transport","GO:0006888","TERA",1,"BP"
"endoplasmic reticulum tubular network","GO:0071782","RTN4",1,"CC"
"endoplasmic reticulum unfolded protein response","GO:0030968","TERA",1,"BP"
"endoplasmic reticulum-Golgi intermediate compartment","GO:0005793","FINC",1,"CC"
"endosome lumen","GO:0031904","CD63",1,"CC"
"endosome to lysosome transport via multivesicular body sorting pathway","GO:0032510","TERA",1,"BP"
"endosome to melanosome transport","GO:0035646","CD63",1,"BP"
"endothelial cell migration","GO:0043542","FINC",1,"BP"
"endothelial cell proliferation","GO:0001935","CAV1",1,"BP"
"endothelial microparticle","GO:0072563","ANXA5",1,"CC"
"energy reserve metabolic process","GO:0006112","CO6A1",1,"BP"
"enoyl-[acyl-carrier-protein] reductase (NADPH) activity","GO:0141148","FAS",1,"MF"
"enterobactin binding","GO:1903981","ALBU",1,"MF"
"epidermis development","GO:0008544","K1C9",1,"BP"
"epigenetic regulation of gene expression","GO:0040029","H2AY",1,"BP"
"epithelial cell apoptotic process","GO:1904019","ANXA2",1,"BP"
"epithelial cell development","GO:0002064","FAS",1,"BP"
"epoxide hydrolase activity","GO:0004301","HYEP",1,"MF"
"epoxide metabolic process","GO:0097176","HYEP",1,"BP"
"establishment of endothelial intestinal barrier","GO:0090557","FAS",1,"BP"
"establishment of localization in cell","GO:0051649","CAV1",1,"BP"
"establishment of protein localization","GO:0045184","TERA",1,"BP"
"establishment of protein localization to chromatin","GO:0071169","H2AY",1,"BP"
"establishment of skin barrier","GO:0061436","K2C1",1,"BP"
"ether hydrolase activity","GO:0016803","HYEP",1,"MF"
"ether lipid biosynthetic process","GO:0008611","FAS",1,"BP"
"exogenous protein binding","GO:0140272","ALBU",1,"MF"
"extracellular matrix assembly","GO:0085029","CO6A1",1,"BP"
"extracellular matrix constituent conferring elasticity","GO:0030023","LAMC1",1,"MF"
"fatty acid binding","GO:0005504","ALBU",1,"MF"
"fatty acid synthase activity","GO:0004312","FAS",1,"MF"
"fatty-acyl-CoA biosynthetic process","GO:0046949","FAS",1,"BP"
"ferroxidase activity","GO:0004322","FRIH",1,"MF"
"fibroblast proliferation","GO:0048144","CAV1",1,"BP"
"filamentous actin","GO:0031941","MYO1C",1,"CC"
"filopodium","GO:0030175","ACTH",1,"CC"
"flavin adenine dinucleotide catabolic process","GO:0072389","TERA",1,"BP"
"focal adhesion assembly","GO:0048041","THY1",1,"BP"
"gene expression","GO:0010467","CO6A1",1,"BP"
"glandular epithelial cell differentiation","GO:0002067","CAV1",1,"BP"
"glomerular basement membrane development","GO:0032836","NID1",1,"BP"
"glutathione metabolic process","GO:0006749","CRYAB",1,"BP"
"glutathione peroxidase activity","GO:0004602","MGST1",1,"MF"
"glutathione transferase activity","GO:0004364","MGST1",1,"MF"
"glutathione transport","GO:0034635","MGST1",1,"BP"
"glycolytic process","GO:0006096","CO6A1",1,"BP"
